match id,team1,team1_id,team1_roster_ids,team2,team2_id,team2_roster_ids,winner,winner_id,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,season_type,time_of_day,city_venue,city_venue_encoded,toss_winner_01,toss_decision_01,team_wickets_last15_ratio,team1_economy_last15,team2_economy_last15,team_avg_wickets_last15_ratio
9076969,Fe Bl,47529,3849663.0:363173.0:2875368.0:393014.0:6930230.0:360086.0:4403419.0:393182.0:6818776.0:6149268.0:6529354.0,St Ss,45072,319948.0:2662491.0:1884672.0:74087.0:3850944.0:2308928.0:2875389.0:6928802.0:3108958.0:3127683.0:8446388.0,Fe Bl,47529,St Ss,field,St Il Ct Sm,Sylhet,08-02-2022,night match,Bh Pr Le,2021/22,10961,0.5,81,143.1428571,0,156.75,1,2,Sylhet_St Il Ct Sm,0.012658228,1,0,2.909090909,6.999210734,8.359408034,1.156716418
9457545,St Ss,45072,4403419.0:5516720.0:6930230.0:4879426.0:392216.0:1594319.0:1634611.0:7976653.0:392062.0:2036649.0:8144429.0,Rr Rs,35790,6930580.0:2104332.0:5831622.0:298612.0:5736016.0:2437049.0:8127321.0:7866522.0:2875368.0:8131255.0:6486416.0,Rr Rs,35790,Rr Rs,field,St Il Ct Sm,Sylhet,27-01-2023,day/night match,Bh Pr Le,2022/23,10961,0.571428571,1.19698537,171.125,0,163.25,1,0,Sylhet_St Il Ct Sm,0.012658228,1,0,0.898550725,7.35665529,7.767095464,1.129943503
9433906,St,9701,6139370.0:7694581.0:3294444.0:3239102.0:4817000.0:2535420.0:5288226.0:3252395.0:3546297.0:3913475.0:9344117.0,Sy,9876,6282856.0:1798705.0:2089079.0:4640824.0:7672657.0:3851658.0:3573723.0:2022957.0:2790675.0:4433120.0:7276380.0,St,9701,Sy,field,En Bm,Birmingham,15-07-2023,day match,Vy Bt,2023,1161,0.733333333,1,169.5333333,40,166.2666667,0,1,Birmingham_En Bm,0.026371308,1,0,0.808695652,8.067430883,8.311111111,1.062643239
9290938,An,293,5554212.0:6818622.0:6450576.0:3668356.0:181404.0:5554254.0:5554282.0:2228386.0:5554142.0:6818776.0:6819238.0,Si La,69,7200598.0:4403531.0:5490582.0:2420760.0:3061225.0:2398346.0:5490666.0:4365878.0:7968225.0:5508488.0:5551062.0,Si La,69,Si La,field,Sh Ct Sm,Sharjah,03-09-2022,night match,Si La tr of Ud Ab Es,2022,5949,0.583333333,1,154.9333333,0,133.8,0,2,Sharjah_Sh Ct Sm,0.004219409,1,0,2.255813953,7.155025554,8.199124726,1.192676857
9152352,Nw Zd,48,1585457.0:6718326.0:5764576.0:2672214.0:2486896.0:2288789.0:3083632.0:3519011.0:3913475.0:3456424.0:6718396.0,Sd,223,4702648.0:1627058.0:2904824.0:178443.0:2920889.0:6112406.0:2904775.0:4613580.0:2904803.0:4702774.0:5258070.0,Nw Zd,48,Sd,field,Ge Ct Cb Gd Rn Pe Eh,Edinburgh,27-07-2022,day match,Nw Zd tr of Sd,2022,1672,3.333333333,61,154.8,100,149,0,1,Edinburgh_Ge Ct Cb Gd Rn Pe Eh,0.004219409,1,0,2.844444444,8.002007025,7.280254777,1.109774436
9084837,Dm,6838,3293520.0:7651650.0:6257698.0:3490108.0:4174932.0:3622807.0:2100524.0:6402374.0:3218340.0:3216569.0:7089858.0,Ye,10618,1762060.0:6718326.0:2157770.0:6381962.0:6095508.0:3620742.0:5367676.0:1711492.0:6347256.0:8050160.0:4527942.0,Ye,10618,Dm,bat,Hy Ls,Leeds,03-06-2022,day/night match,Vy Bt,2022,1266,1,41,177.6666667,100,162.8076923,0,0,Leeds_Hy Ls,0.014767932,0,1,0.810126582,8.655737705,8.233164374,0.974569319
9087063,Pn,62,2263736.0:2437021.0:1637320.0:3364234.0:6460614.0:8180570.0:2437049.0:3459623.0:7507303.0:8131255.0:8106629.0,Ia,55,2954769.0:238727.0:1776627.0:3125562.0:3882850.0:4377610.0:210328.0:184960.0:3373285.0:2282125.0:7881845.0,Ia,55,Ia,field,Me Ct Gd,Melbourne,23-10-2022,night match,Pn tr of Aa,2022/23,440,0.739130435,0.50617284,167.2,66.67,165.5333333,1,2,Melbourne_Me Ct Gd,0.017932489,1,0,0.868686869,7.82781457,7.733547352,0.957222751
9587066,Ja Ts,36098,4690258.0:5744780.0:3023376.0:1613898.0:1594319.0:4690104.0:5509524.0:3150720.0:2036649.0:9266193.0:5471948.0,To Kt Rs,36126,1585457.0:1613919.0:4230127.0:1613926.0:1934099.0:6496412.0:3715697.0:6489846.0:7759443.0:8851030.0:9061135.0,To Kt Rs,36126,To Kt Rs,field,Bn La Sm Ta Td,Tarouba,09-09-2023,night match,Cn Pr Le,2023,14300,0.6,0.50617284,165,25,140.375,0,2,Tarouba_Bn La Sm Ta Td,0.009493671,1,0,1.069767442,7.521388717,8.325490196,1.061046926
8887857,Sy Ss,33956,7620283.0:7869987.0:4002340.0:41740.0:34061.0:7880018.0:2790675.0:8146998.0:4756982.0:1905966.0:49496.0,Be Ht,33921,7620269.0:2286472.0:5515922.0:3651472.0:5786766.0:3114803.0:4967738.0:2633196.0:3890984.0:4132295.0:5419546.0,Sy Ss,33956,Be Ht,field,Be Ct Gd Wa Be,Brisbane,19-01-2022,day match,Bg Bh Le,2021/22,1476,0.909090909,2.904761905,169.7333333,66.67,164,1,1,Brisbane_Be Ct Gd Wa Be,0.010548523,1,0,1.108433735,7.649667406,8.242909091,1.034889643
9433710,Le,8182,4685568.0:2162782.0:2827327.0:2672214.0:2450895.0:82228.0:1837205.0:4425224.0:8055417.0:4012203.0:3312364.0,De,6698,2433640.0:7295028.0:8180570.0:325814.0:4170186.0:6718788.0:3991700.0:4517246.0:6060844.0:6005866.0:8907338.0,Le,8182,De,field,Od Td Mr,Manchester,23-06-2023,day/night match,Vy Bt,2023,538,1,0.672131148,164.4666667,100,150.0666667,0,0,Manchester_Od Td Mr,0.014767932,1,0,0.707070707,8.631864407,8.614890886,0.823978618
9128713,Rl Cs Be,30393,1776627.0:313809.0:5765934.0:2275195.0:210328.0:5972868.0:8117990.0:5490666.0:2733380.0:2018001.0:6586824.0,Ss Hd,36014,7491294.0:1945355.0:3127354.0:4203499.0:4230127.0:3693654.0:2642751.0:7860439.0:2282125.0:8725709.0:6819238.0,Rl Cs Be,30393,Rl Cs Be,bat,We Sm Mi,Mumbai,08-05-2022,day/night match,In Pr Le,2022,5004,0.9375,0.672131148,156,50,168.4,0,0,Mumbai_We Sm Mi,0.021097046,0,1,1.208955224,7.501935484,7.909275559,1.082525894
9680271,Ja Ks,47501,7882328.0:6818622.0:2286472.0:8067002.0:298612.0:2252452.0:2523205.0:1634611.0:7968225.0:5551062.0:6686658.0,Ge Ts,49650,2398346.0:4381761.0:2659243.0:393014.0:3061225.0:8504782.0:1881193.0:6471870.0:3497171.0:5490638.0:2654028.0,Ge Ts,49650,Ja Ks,bat,R Pa Sm Co,Colombo,13-08-2023,day match,La Pr Le,2023,7041,0.833333333,0.611709875,153.4,100,139.1333333,0,1,Colombo_R Pa Sm Co,0.022151899,0,1,0.77173913,7.504178273,7.769811321,0.921742112
9433612,Le,8182,4685568.0:2162782.0:2450895.0:1837205.0:2672214.0:4425224.0:8055417.0:2827327.0:4012203.0:3312364.0:7068858.0,We,10576,3298427.0:7773338.0:3519011.0:3681957.0:7671313.0:2922611.0:5320118.0:4533682.0:6005838.0:7661996.0:6240632.0,We,10576,Le,bat,Cy Gd Nw Rd Wr,Worcester,20-06-2023,day/night match,Vy Bt,2023,1525,1.272727273,1.952380952,163.7333333,75,166.0454545,0,0,Worcester_Cy Gd Nw Rd Wr,0.008438819,0,1,0.806818182,8.748579545,8.347107438,0.832977183
9051209,Id Ud,40578,7507254.0:8489480.0:1482998.0:7960847.0:5553890.0:3459623.0:2437091.0:7507317.0:3035311.0:2752966.0:7860404.0,Mn Ss,44904,1637320.0:2263736.0:8738631.0:5017144.0:6249256.0:2157770.0:2231928.0:2695468.0:3137714.0:284339.0:8427978.0,Mn Ss,44904,Id Ud,bat,Gi Sm Le,Lahore,20-02-2022,night match,Pn Sr Le,2021/22,3828,0.176470588,0.00990099,175.6,50,167.35,1,2,Lahore_Gi Sm Le,0.025316456,0,1,0.783333333,9.186206897,7.568329718,0.955752212
9271723,Ge Gs,47494,6517118.0:4403531.0:4932864.0:2214792.0:1627450.0:1594319.0:2567088.0:7520344.0:305143.0:6686658.0:3008179.0,Co Ss,47487,3008291.0:2104409.0:5490582.0:348361.0:6347256.0:1482249.0:74087.0:1881193.0:6898492.0:3497171.0:5554142.0,Co Ss,47487,Co Ss,field,Pe Il Ct Sm,Kandy,13-12-2022,night match,La Pr Le,2022/23,17534,1,1.952380952,149.9230769,33.33,158.125,1,2,Kandy_Pe Il Ct Sm,0.011603376,1,0,0.689655172,7.170593779,8.096296296,1.068748645
9489339,Ol Is,46759,2089079.0:6282856.0:3057312.0:4640824.0:7787772.0:2083409.0:2020332.0:1613919.0:7276380.0:7866039.0:5231218.0,Mr Os,46766,4685568.0:2162782.0:1798705.0:4489722.0:3501889.0:6364588.0:3573723.0:4533682.0:8055417.0:6496482.0:3312350.0,Ol Is,46759,Mr Os,field,Kn Ol Ln,London,09-08-2023,night match,Te Hd Ms Cn,2023,328,0.941176471,1,139.0833333,50,154.9333333,0,2,London_Kn Ol Ln,0.016877637,1,0,1.228915663,7.646477132,8.127507163,1.131714946
9085145,He,7727,2076192.0:4223883.0:8271913.0:5241564.0:8822729.0:2020332.0:3162487.0:1482998.0:5788418.0:2173688.0:4626236.0,Sy,9876,6282856.0:7672657.0:1798705.0:1613919.0:2791459.0:1613926.0:3573723.0:2022957.0:7276380.0:6646940.0:3901099.0,Sy,9876,Sy,field,Te Re Bl Sn,Southampton,19-06-2022,day match,Vy Bt,2022,8301,0.769230769,0.405940594,165.2666667,0,153.0384615,0,1,Southampton_Te Re Bl Sn,0.020042194,1,0,0.825581395,7.772113943,7.366684407,1.125167812
9262182,Bs Rs,36070,3462080.0:2436405.0:6729862.0:7960847.0:2740408.0:4160267.0:1742453.0:6818776.0:3102854.0:7761823.0:7550864.0,St Ks ad Ns Ps,38814,363047.0:3023320.0:6401800.0:7494668.0:1942317.0:5744752.0:360086.0:5554254.0:4171691.0:3468870.0:4019259.0,Bs Rs,36070,St Ks ad Ns Ps,field,Pe Sm Ga,Providence,21-09-2022,day match,Cn Pr Le,2022,13915,1.571428571,2.463414634,152.4666667,0,153.5,0,1,Providence_Pe Sm Ga,0.012658228,1,0,1.115942029,7.678939617,8.239376771,0.987179487
9290623,Ed,20,4685568.0:6282856.0:1655436.0:3651472.0:6381962.0:62432.0:4640824.0:1482998.0:1711492.0:2461129.0:3231437.0,Pn,62,2263736.0:2437021.0:8180570.0:1637320.0:3364234.0:5017144.0:2437049.0:2437077.0:8131255.0:8106713.0:8427978.0,Ed,20,Pn,field,Nl Sm Ki,Karachi,23-09-2022,night match,Ed tr of Pn,2022,3422,1,1.487804878,175,60,173.9333333,0,2,Karachi_Nl Sm Ki,0.020042194,1,0,1.333333333,7.981100611,8.510163934,1.080484694
9438288,Id,216,2123974.0:3280024.0:6729820.0:6729862.0:4171460.0:2436251.0:7787758.0:3685100.0:7694588.0:2436426.0:6496426.0,Ze,76,6625562.0:3257302.0:387897.0:6572726.0:7859984.0:3471761.0:7321194.0:3788581.0:4001934.0:5643700.0:2979486.0,Ze,76,Ze,field,He Ss Cb,Harare,15-01-2023,day match,Id tr of Ze,2022/23,1833,1.5,0.672131148,159.2,40,145.3636364,1,1,Harare_He Ss Cb,0.008438819,1,0,0.863157895,8.219330855,6.983910891,0.914528392
9097276,Ls,23113,6878164.0:1884973.0:4167855.0:4887406.0:2654042.0:4172601.0:2658445.0:3872756.0:1616040.0:6646240.0:3851595.0,Ds,22763,3399745.0:4898074.0:3782225.0:2252452.0:2231907.0:3490087.0:7497013.0:4888260.0:3062079.0:3513362.0:6639674.0,Ls,23113,Ls,bat,St Gs Pk Pt Eh,Port Elizabeth,10-02-2022,day match,CA T0 Ce,2021/22,1224,1,1,128.8333333,50,154.1666667,1,1,Port Elizabeth_St Gs Pk Pt Eh,0.018987342,0,1,2.818181818,7.318681319,7.361538462,1.231481481
9433479,Le,8301,4873028.0:6176246.0:6003584.0:2658431.0:6081914.0:4887336.0:8845850.0:5528116.0:9311154.0:7161426.0:5554142.0,Ye,10618,1762060.0:1655436.0:8033304.0:1547993.0:1637320.0:8050160.0:3620742.0:7651657.0:5367676.0:4527942.0:8070915.0,Ye,10618,Ye,field,Hy Ls,Leeds,16-06-2023,day/night match,Vy Bt,2023,1266,0.533333333,0.405940594,162.6666667,60,168.5666667,0,0,Leeds_Hy Ls,0.014767932,1,0,0.911111111,8.294930876,8.537059538,1.023909986
9407754,MI Ce Tn,48733,7494668.0:4898074.0:2364543.0:3373138.0:6249256.0:5744850.0:4175107.0:4171691.0:5554254.0:2659502.0:3851518.0,Ds Sr Gs,48936,2654014.0:4223883.0:4166882.0:4739580.0:3057312.0:4887336.0:2157770.0:2294823.0:3030733.0:1874081.0:3231437.0,Ds Sr Gs,48936,Ds Sr Gs,field,Kd Dn,Durban,02-02-2023,day/night match,S0,2022/23,2127,0.65,1.952380952,145.6,0,141.8333333,1,0,Durban_Kd Dn,0.006329114,1,0,0.813559322,8.128691053,8.475670308,0.835331299
9123225,Sh Aa,34,1884973.0:2654014.0:2364543.0:4203499.0:3057312.0:2252452.0:2294823.0:1858961.0:1874081.0:3794174.0:2654028.0,Id,216,2124002.0:2123974.0:6496412.0:6729862.0:7695666.0:4171460.0:2436251.0:3685100.0:2921680.0:2436426.0:6496482.0,Sh Aa,34,Id,field,Cy Gd Bl,Bristol,05-08-2022,day/night match,Sh Aa tr of Ed,2022,1245,2.25,41,163.0666667,100,166.2777778,0,0,Bristol_Cy Gd Bl,0.011603376,1,0,1.603174603,8.015418502,8.016872161,1.250482492
9330551,Nd,45940,6486570.0:8118697.0:1959047.0:2969245.0:4119310.0:4818862.0:8118669.0:8228219.0:8118648.0:8494429.0:8411234.0,Ba,11283,9373356.0:7857520.0:3299407.0:4232164.0:232000.0:8725723.0:4566540.0:7883266.0:2526390.0:4017523.0:7883504.0:8725730.0,Ba,11283,Nd,bat,Hr Ct Sm Ie,Indore,11-10-2022,day match,Sd Mq Ai Ty,2022/23,7398,0.75,2.904761905,138.7142857,0,162,1,1,Indore_Hr Ct Sm Ie,0.008438819,0,1,0.192307692,6.444444444,6.825822168,0.714760638
8887689,Ph Ss,33935,3507090.0:3535783.0:1626526.0:1798705.0:3501889.0:7869994.0:3535853.0:3216569.0:1907352.0:8339701.0:3214812.0,Me Ss,33949,4003390.0:7960994.0:2275195.0:4393374.0:3901078.0:8117150.0:7880018.0:7436379.0:6399210.0:8539817.0:8131255.0,Ph Ss,33935,Ph Ss,bat,Jn Ol Me,Melbourne,02-01-2022,day/night match,Bg Bh Le,2021/22,2932,1.222222222,1.327868852,178.7333333,100,,1,0,Melbourne_Jn Ol Me,0.001054852,0,1,2.255319149,7.714745308,8.151394422,1.130625
9516541,Gt Ts,48341,1958683.0:7491224.0:4377610.0:5452754.0:3339160.0:2252452.0:2966879.0:5554254.0:3373285.0:8277716.0:3759846.0:3133122.0,Lw Sr Gs,48334,2954769.0:2436405.0:3299407.0:4230127.0:8058903.0:2275097.0:3479860.0:6698110.0:8228100.0:4859490.0:5554142.0:217762.0,Gt Ts,48341,Gt Ts,bat,Bt Ra Si Al Bi Ve Ea Ct Sm Lw,Lucknow,22-04-2023,day/night match,In Pr Le,2023,23498,0.722222222,1.487804878,165.8,100,148.1111111,0,0,Lucknow_Bt Ra Si Al Bi Ve Ea Ct Sm Lw,0.005274262,0,1,1,7.502793296,8.356719368,1.051225296
9084648,Ne,8917,2286472.0:6374878.0:4645304.0:2158869.0:2858904.0:3648203.0:3636821.0:164604.0:4472397.0:2082387.0:8040136.0,Dm,6838,3293520.0:7651650.0:3501889.0:3490108.0:3622807.0:4174932.0:2100524.0:6402374.0:6257698.0:3218340.0:2173646.0,Ne,8917,Ne,bat,Cy Gd Nn,Northampton,27-05-2022,day/night match,Vy Bt,2022,1637,1,1.952380952,174.7692308,100,165,0,0,Northampton_Cy Gd Nn,0.012658228,0,1,1.166666667,9.033771107,8.317948718,1.147983871
9085075,Mx,8700,4421689.0:4489722.0:7752989.0:150093.0:7671166.0:7672874.0:5509524.0:4489708.0:3590362.0:1907352.0:6341530.0,Sy,9876,6282856.0:7672657.0:6210462.0:1798705.0:1613919.0:1613926.0:2111549.0:3573723.0:2022957.0:7276380.0:3901099.0,Sy,9876,Sy,field,Kn Ol Ln,London,17-06-2022,day/night match,Vy Bt,2022,328,0.714285714,0.50617284,172.0666667,0,134.9583333,0,0,London_Kn Ol Ln,0.016877637,1,0,0.730769231,8.282436011,7.606010017,1.092957231
9262238,Ja Ts,36098,4690258.0:3761246.0:1613898.0:5742470.0:3150720.0:4690104.0:181404.0:1594319.0:5509524.0:3023383.0:2036649.0,St La Ks,36112,2331475.0:313809.0:3008291.0:2742837.0:3681957.0:5940374.0:8464343.0:1547993.0:4690230.0:7550892.0:3150538.0,Ja Ts,36098,St La Ks,field,Pe Sm Ga,Providence,27-09-2022,night match,Cn Pr Le,2022,13915,1,1,168.8,66.67,146.2,0,2,Providence_Pe Sm Ga,0.012658228,1,0,1.049382716,7.659502262,7.856635912,0.947956849
9702720,Sy Tr,33963,3507090.0:1749075.0:7572123.0:7534652.0:2335381.0:5788320.0:5497274.0:5509524.0:6308098.0:8907338.0:8193310.0,Ae Ss,33914,4239038.0:2161599.0:2286472.0:5469008.0:3681957.0:3573723.0:4967738.0:4992378.0:6718844.0:2538983.0:2286388.0,Ae Ss,33914,Sy Tr,bat,Ae Ol,Adelaide,19-12-2023,night match,Bg Bh Le,2023/24,930,1.285714286,21,159.1333333,40,154.7666667,1,2,Adelaide_Ae Ol,0.012658228,0,1,1.112359551,8.250426864,8.330985915,1.139792388
9097360,Nh Wt,23316,3851476.0:6624638.0:3083891.0:2294823.0:4175107.0:3747764.0:5499724.0:3491879.0:4208063.0:6624568.0:2654686.0,Ds,22763,3399745.0:4898074.0:4175065.0:2252452.0:2231907.0:7497013.0:3782225.0:3062079.0:4888414.0:3747484.0:4866728.0,Ds,22763,Ds,field,St Gs Pk Pt Eh,Port Elizabeth,18-02-2022,day match,CA T0 Ce,2021/22,1224,0.25,0.016393443,164,0,148.2,1,1,Port Elizabeth_St Gs Pk Pt Eh,0.018987342,1,0,1.4,7.755681818,7.451851852,1.2
8887843,Be Ht,33921,7620269.0:2286472.0:3651472.0:5786766.0:7870043.0:3114803.0:4967738.0:2633196.0:3890984.0:5419546.0:4132295.0,Ph Ss,33935,3535783.0:4635658.0:1907163.0:1626526.0:3501889.0:7869994.0:3535853.0:3216569.0:1907352.0:8339701.0:7877232.0,Ph Ss,33935,Be Ht,bat,Ds Sm Me,Melbourne,17-01-2022,night match,Bg Bh Le,2021/22,8252,0.4375,0.259259259,158.8,25,157.3888889,1,2,Melbourne_Ds Sm Me,0.011603376,0,1,0.635416667,8.175637394,7.804661487,1.082602677
9094301,Sn Be,46738,2654014.0:2076192.0:3612286.0:2275097.0:6249256.0:2020332.0:3162487.0:4504044.0:8845850.0:3245689.0:1929619.0,Ol Is,46759,2089079.0:6282856.0:2231928.0:2083409.0:4640824.0:7787772.0:1613919.0:3851658.0:2170762.0:3231437.0:8106713.0,Ol Is,46759,Ol Is,field,Kn Ol Ln,London,14-08-2022,night match,Te Hd Ms Cn,2022,328,0.454545455,1,140.5833333,100,140.4333333,0,2,London_Kn Ol Ln,0.016877637,1,0,0.685950413,8.778269109,7.866859624,0.865277778
9128762,Ka Kt Rs,30400,5959834.0:1945425.0:4231702.0:4497646.0:2083409.0:5061748.0:1934099.0:1613919.0:2632825.0:1626561.0:7758638.0,Ss Hd,36014,7491294.0:1945355.0:3127354.0:4203499.0:4230127.0:5038018.0:2642751.0:4874820.0:2282125.0:8725709.0:5618038.0,Ka Kt Rs,30400,Ka Kt Rs,bat,Ma Ct An Sm Pe,Pune,14-05-2022,night match,In Pr Le,2022,18752,1.117647059,0.512195122,162,66.67,155.5,0,2,Pune_Ma Ct An Sm Pe,0.010548523,0,1,1.021978022,7.06551164,8.189781022,1.039848299
9262091,St La Ks,36112,2331475.0:3008291.0:313809.0:2742837.0:5940374.0:6249256.0:1547993.0:8925405.0:7459647.0:4690230.0:3776849.0,Bs Rs,36070,2436405.0:2654014.0:4160267.0:7960847.0:2252452.0:2740408.0:1742453.0:3575774.0:3102854.0:6347494.0:6401982.0,Bs Rs,36070,Bs Rs,field,Dn Sy Nl Ct Sm Gs It St La,Gros Islet,08-09-2022,night match,Cn Pr Le,2022,11892,0.909090909,0.672131148,174.6666667,33.33,158.5,0,2,Gros Islet_Dn Sy Nl Ct Sm Gs It St La,0.008438819,1,0,0.909090909,8.344827586,8.851910828,0.87628259
9725771,Ia,55,8058959.0:7422673.0:4497646.0:3125562.0:5061748.0:5053082.0:3882850.0:3130840.0:8228100.0:4859490.0:6487970.0,Aa,27,3710090.0:7869987.0:4223883.0:7869994.0:6249256.0:4239038.0:1611364.0:4756982.0:5509524.0:1907352.0:8193310.0,Ia,55,Aa,field,Sd Vr Nn Sh Il Sm Rr,Raipur,01-12-2023,night match,Aa tr of Ia,2023/24,19718,1.666666667,1.327868852,186.5333333,80,,1,2,Raipur_Sd Vr Nn Sh Il Sm Rr,0.001054852,1,0,0.723809524,8.464761905,7.98,1.00462963
9085334,He,7727,4223883.0:2076192.0:8271913.0:5241564.0:2020332.0:3162487.0:1482998.0:5788418.0:2173688.0:5652758.0:4626236.0,Ge,7608,2082499.0:2115896.0:3220566.0:5764576.0:5229230.0:4005406.0:2083227.0:1482249.0:1707628.0:2538983.0:2036649.0,He,7727,He,bat,Te Re Bl Sn,Southampton,01-07-2022,night match,Vy Bt,2022,8301,1.666666667,1.487804878,164.6,100,152.9285714,0,2,Southampton_Te Re Bl Sn,0.020042194,0,1,1.133333333,7.88712522,8.035989717,1.113425926
9084823,Sy,9876,2089079.0:6282856.0:4640824.0:1798705.0:1613919.0:2111549.0:3573723.0:2022957.0:7672657.0:3901099.0:3231437.0,Kt,8056,87191.0:2958164.0:7787772.0:2083409.0:1707621.0:3620756.0:3373138.0:7687315.0:6399210.0:4473993.0:7732934.0,Sy,9876,Kt,field,St Le Gd Cy,Canterbury,03-06-2022,night match,Vy Bt,2022,342,1.230769231,1.487804878,161.5,0,167.9444444,0,2,Canterbury_St Le Gd Cy,0.010548523,1,0,0.887755102,7.868369352,7.883934026,0.887703675
8887899,Ph Ss,33935,3535783.0:4635658.0:1907163.0:1626526.0:3501889.0:1798705.0:3535853.0:5419574.0:3216569.0:1907352.0:8339701.0,Sy Ss,33956,8146998.0:4002529.0:4002340.0:41740.0:34061.0:7880018.0:2790675.0:4756982.0:4223890.0:1905966.0:49496.0:1506077.0,Ph Ss,33935,Sy Ss,field,Ds Sm Me,Melbourne,28-01-2022,night match,Bg Bh Le,2021/22,8252,2.333333333,1.655737705,178.2,40,159.6666667,1,2,Melbourne_Ds Sm Me,0.011603376,1,0,1.018691589,7.876386688,7.745454545,1.004487805
9433871,Bm Bs,10366,7681869.0:3612286.0:2275195.0:3890963.0:8210789.0:8364726.0:8044112.0:6347256.0:7184666.0:3245689.0:2082394.0,Ex,7258,3200973.0:4489974.0:5406064.0:6065548.0:6364588.0:5436878.0:5788320.0:3030733.0:4873014.0:6258734.0:5404440.0,Ex,7258,Ex,field,En Bm,Birmingham,06-07-2023,day/night match,Vy Bt,2023,1161,0.75,3.857142857,179.0666667,0,161.9,0,0,Birmingham_En Bm,0.026371308,1,0,0.627272727,9.026431718,9.029360967,0.879155436
9084886,Bm Bs,10366,2124002.0:8364726.0:8044112.0:3681957.0:3200756.0:3890963.0:3612286.0:3245689.0:2170762.0:3200966.0:2855138.0,Ne,8987,4003390.0:1749075.0:3651472.0:5516720.0:34061.0:130437.0:6019306.0:125915.0:2904943.0:1907268.0:4420828.0,Bm Bs,10366,Ne,field,En Bm,Birmingham,05-06-2022,day match,Vy Bt,2022,1161,1.181818182,1.487804878,171.4666667,50,148.8,0,1,Birmingham_En Bm,0.026371308,1,0,0.693877551,7.629520295,7.966604824,0.909536749
9085208,Mx,8700,4421689.0:4489722.0:7752989.0:150093.0:7671166.0:7672874.0:5509524.0:4489708.0:3590362.0:6341530.0:1907352.0,Gn,7573,2531913.0:1722048.0:319948.0:5164844.0:4174610.0:6196280.0:8035894.0:2633196.0:3212278.0:7664957.0:1929619.0,Gn,7573,Gn,field,Sa Gs Cf,Cardiff,21-06-2022,day/night match,Vy Bt,2022,4521,1.25,1.952380952,165.6,66.67,146.8214286,0,0,Cardiff_Sa Gs Cf,0.012658228,1,0,1.235294118,8.363931763,8.328022493,1.009988901
9128482,Gt Ts,48341,1611364.0:7491224.0:8059029.0:4377610.0:2252452.0:5452754.0:2966879.0:5554254.0:7783432.0:3373285.0:3456424.0,Ss Hd,36014,7491294.0:1945355.0:3127354.0:4230127.0:4203499.0:2642751.0:5038018.0:4874820.0:2282125.0:5618038.0:8725709.0,Ss Hd,36014,Ss Hd,field,Dr DY Pl Ss Ay Mi,Mumbai,11-04-2022,night match,In Pr Le,2022,16540,0.615384615,2.463414634,171,0,149.875,0,2,Mumbai_Dr DY Pl Ss Ay Mi,0.008438819,1,0,1.471428571,7.325829384,7.91195795,1.233674464
9084683,Le,8182,3085473.0:4685568.0:1837205.0:82228.0:2827327.0:6249256.0:4460070.0:4012203.0:8055417.0:3312350.0:4575878.0,We,10576,5320118.0:3298427.0:7773338.0:1626526.0:3703328.0:2922611.0:4051396.0:5361166.0:8855594.0:6240632.0:3660299.0,Le,8182,Le,bat,Od Td Mr,Manchester,29-05-2022,day match,Vy Bt,2022,538,0.75,1.487804878,162.6153846,50,147.2777778,0,1,Manchester_Od Td Mr,0.014767932,0,1,1.875,8.010037641,9.153745072,1.008070175
9457552,Cm Cs,40424,1597483.0:4502392.0:3125506.0:6551978.0:2820957.0:4171460.0:2804122.0:8072056.0:7084972.0:4403468.0:6149268.0,Fe Bl,47529,2662491.0:5752256.0:393014.0:392188.0:2420788.0:3364234.0:3763304.0:5554282.0:8298779.0:2630081.0:6493346.0,Fe Bl,47529,Fe Bl,field,St Il Ct Sm,Sylhet,27-01-2023,night match,Bh Pr Le,2022/23,10961,0.7,0.344262295,164.6666667,0,163.25,1,2,Sylhet_St Il Ct Sm,0.012658228,1,0,0.930555556,8.174460432,7.935483871,1.109669046
9176635,Ze,76,6572726.0:3257302.0:387897.0:2056830.0:6662480.0:2097017.0:3471761.0:3788581.0:4175205.0:2979486.0:5789370.0,An,293,5554212.0:6818622.0:4980926.0:5736100.0:3668356.0:181404.0:5736016.0:5554254.0:5554282.0:6819238.0:6396914.0,An,293,Ze,bat,He Ss Cb,Harare,11-06-2022,day match,An tr of Ze,2022,1833,0.857142857,2.904761905,155,0,150.9166667,0,1,Harare_He Ss Cb,0.008438819,0,1,1.404255319,7.417637271,6.755417957,1.039638158
9290924,Bh,188,4403454.0:2614779.0:393014.0:392216.0:6551978.0:392188.0:3850944.0:5831622.0:3769555.0:6526498.0:2316327.0,Si La,69,7200598.0:4403531.0:5490582.0:2420760.0:2398346.0:3061225.0:5490666.0:4365878.0:7968225.0:5508488.0:5551062.0,Si La,69,Si La,field,Di Il Ct Sm,Dubai,01-09-2022,night match,Si La tr of Ud Ab Es,2022,17086,0.583333333,1,132.7333333,0,134.9333333,0,2,Dubai_Di Il Ct Sm,0.009493671,1,0,1.534883721,7.067889908,8.182448037,0.969976077
